age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
54.0,admin.,married,professional.course,no,yes,no,cellular,oct,mon,1362.0,10,999,0,nonexistent,1.1,93.566,-33.6,1.425,5008,yes
50.0,admin.,single,university.degree,no,no,no,cellular,nov,fri,55.0,13,999,0,nonexistent,1.1,94.406,-44.8,2.611,5176,no
54.0,admin.,married,professional.course,no,yes,no,cellular,may,tue,322.0,1,999,0,nonexistent,1.1,93.154,-39.5,1.404,5228,yes
75.0,admin.,married,professional.course,no,yes,no,cellular,oct,thu,378.0,5,16,1,failure,-0.1,93.239,-48.1,3.533,5191,yes
56.0,self-employed,divorced,basic.6y,unknown,yes,no,telephone,may,fri,43.0,1,999,0,nonexistent,1.1,94.061,-28.4,5.0,4963,no
30.0,housemaid,single,university.degree,no,unknown,no,cellular,aug,tue,234.0,11,25,1,success,-0.1,93.935,-43.2,0.6,5017,no
52.0,services,married,university.degree,no,yes,yes,telephone,aug,mon,505.0,6,999,0,nonexistent,-1.8,93.811,-47.2,3.992,5176,yes
19.0,services,married,professional.course,no,no,no,telephone,jul,fri,455.0,5,999,0,nonexistent,-1.8,93.974,-42.1,3.463,5017,no
18.0,blue-collar,single,high.school,no,no,yes,cellular,dec,mon,25.0,5,999,0,nonexistent,-0.1,93.975,-43.3,2.869,5076,no
31.0,admin.,divorced,high.school,no,no,unknown,telephone,may,wed,80.0,13,999,0,nonexistent,-0.1,92.808,-47.0,3.695,4963,no
68.0,blue-collar,married,high.school,no,yes,no,telephone,may,tue,117.0,2,999,0,nonexistent,-0.1,93.343,-45.2,5.0,5008,no
58.0,entrepreneur,single,basic.9y,yes,no,yes,cellular,dec,tue,402.0,12,999,0,nonexistent,-1.8,93.53,-35.6,2.917,5008,yes
40.0,admin.,married,basic.6y,no,yes,no,cellular,apr,wed,650.0,14,999,0,nonexistent,-0.1,93.156,-43.4,1.815,5099,no
61.0,unemployed,divorced,basic.4y,no,unknown,no,cellular,oct,thu,560.0,5,999,0,nonexistent,1.4,93.261,-40.4,2.621,5008,yes
61.0,entrepreneur,divorced,university.degree,no,no,no,cellular,may,wed,85.0,10,999,0,nonexistent,1.1,92.999,-41.4,5.0,5008,no
84.0,services,single,professional.course,no,no,no,cellular,dec,wed,78.0,11,999,0,nonexistent,-0.1,94.436,-31.0,3.638,5191,no
44.0,self-employed,divorced,high.school,no,yes,no,telephone,may,wed,97.0,10,999,0,nonexistent,1.1,93.829,-40.2,1.195,5076,no
55.0,technician,divorced,university.degree,no,no,no,cellular,may,tue,92.0,5,999,0,nonexistent,-1.8,93.934,-34.6,0.6,5176,no
41.0,admin.,single,university.degree,no,no,no,cellular,may,fri,34.0,6,999,0,nonexistent,-0.1,94.325,-31.6,4.205,5191,no
80.0,retired,married,professional.course,no,no,no,telephone,nov,wed,484.0,1,999,0,nonexistent,-1.8,93.193,-36.5,3.312,5008,yes
28.0,management,married,university.degree,no,no,no,telephone,jan,tue,394.0,3,999,0,nonexistent,1.4,93.412,-37.2,3.313,5228,yes
56.0,admin.,single,basic.9y,no,yes,yes,cellular,may,wed,789.0,13,999,0,nonexistent,-0.1,94.256,-43.9,5.0,4963,yes
,management,married,high.school,no,no,no,cellular,aug,fri,14.0,7,999,0,nonexistent,-0.1,92.836,-38.5,4.528,5191,no
64.0,admin.,married,basic.9y,no,no,no,telephone,oct,thu,84.0,1,999,0,nonexistent,-0.1,94.281,-41.5,5.0,5076,no
56.0,technician,married,professional.course,yes,yes,no,telephone,may,wed,117.0,2,999,0,nonexistent,-0.1,93.299,-42.4,5.0,5176,no
81.0,technician,married,university.degree,no,no,no,cellular,oct,fri,462.0,1,999,0,nonexistent,-0.1,92.463,-38.6,5.0,5008,yes
50.0,admin.,married,basic.4y,no,yes,no,telephone,may,wed,134.0,12,999,0,nonexistent,-0.1,94.541,-41.2,3.19,5076,no
32.0,blue-collar,divorced,unknown,no,yes,no,cellular,may,fri,83.0,5,999,0,nonexistent,-1.8,93.346,-32.4,4.767,5228,no
69.0,blue-collar,married,high.school,no,yes,no,cellular,oct,thu,75.0,9,999,0,nonexistent,1.4,93.819,-28.6,5.0,5008,no
78.0,admin.,married,high.school,unknown,no,yes,cellular,aug,fri,1089.0,4,4,2,failure,-0.1,93.301,-43.9,4.114,5076,no
71.0,blue-collar,married,university.degree,unknown,yes,no,cellular,aug,wed,67.0,7,999,0,nonexistent,-0.1,93.459,-43.5,5.0,5076,no
50.0,services,single,unknown,no,yes,no,cellular,may,wed,23.0,10,999,0,nonexistent,1.4,92.919,-37.5,1.525,5191,no
74.0,technician,single,university.degree,no,yes,yes,cellular,oct,wed,434.0,7,999,0,nonexistent,-1.7,95.949,-38.0,5.0,5008,yes
67.0,admin.,married,university.degree,no,yes,no,cellular,jul,fri,77.0,3,999,0,nonexistent,-0.1,93.49,-41.3,2.627,4963,no
76.0,management,single,university.degree,no,yes,no,telephone,may,tue,746.0,5,999,0,nonexistent,1.4,94.337,-42.4,1.961,5076,no
55.0,self-employed,married,basic.9y,no,yes,no,cellular,nov,thu,37.0,5,999,0,nonexistent,-0.1,94.428,-35.0,0.6,5017,no
73.0,blue-collar,married,high.school,unknown,yes,no,telephone,may,fri,38.0,13,999,0,nonexistent,-0.1,93.626,-35.6,3.994,4963,no
85.0,blue-collar,married,university.degree,no,no,no,telephone,may,thu,502.0,10,999,0,nonexistent,-1.7,93.409,-44.6,3.198,5228,no
69.0,admin.,married,high.school,unknown,no,yes,cellular,feb,tue,22.0,9,999,0,nonexistent,1.1,93.098,-44.2,3.636,5176,no
21.0,admin.,single,basic.9y,no,unknown,no,cellular,may,wed,191.0,14,999,0,nonexistent,1.1,93.974,-41.9,4.136,5176,no
78.0,management,married,unknown,unknown,yes,yes,cellular,may,mon,58.0,3,999,0,nonexistent,1.1,93.374,-36.1,4.937,5017,no
55.0,entrepreneur,single,high.school,unknown,no,no,cellular,may,mon,23.0,3,999,0,nonexistent,1.4,94.549,-37.6,2.101,5191,no
55.0,admin.,divorced,basic.4y,no,no,no,cellular,may,mon,188.0,11,999,0,nonexistent,-0.1,93.275,-41.7,0.6,5017,no
18.0,technician,single,basic.9y,no,no,no,telephone,dec,tue,996.0,6,999,0,nonexistent,1.1,93.332,-53.6,2.708,5099,yes
41.0,retired,married,unknown,no,yes,no,cellular,nov,fri,281.0,3,999,0,nonexistent,1.4,94.332,-37.9,1.059,5228,no
25.0,management,single,unknown,no,no,yes,cellular,may,thu,175.0,2,999,0,nonexistent,1.1,92.602,-40.2,2.423,5191,no
35.0,management,married,university.degree,no,yes,no,cellular,aug,thu,275.0,1,999,0,nonexistent,-0.1,93.612,-37.1,3.62,5191,no
87.0,student,married,university.degree,no,no,no,cellular,aug,thu,223.0,4,999,0,nonexistent,1.4,92.762,-44.1,3.096,5228,no
54.0,admin.,married,high.school,no,no,no,cellular,jul,wed,1259.0,8,999,0,nonexistent,-1.8,92.657,-31.9,5.0,5191,yes
82.0,blue-collar,married,high.school,no,no,no,telephone,may,mon,115.0,3,999,0,nonexistent,-0.1,92.993,-44.1,5.0,5176,no
53.0,student,married,professional.course,no,no,no,telephone,may,tue,446.0,8,999,0,nonexistent,1.1,93.405,-49.0,4.397,5191,no
64.0,technician,divorced,basic.9y,yes,yes,no,cellular,may,wed,800.0,3,999,0,nonexistent,1.1,93.432,-39.7,4.084,5228,yes
,services,married,high.school,unknown,yes,no,telephone,nov,fri,220.0,13,999,0,nonexistent,1.4,92.761,-47.9,4.236,5176,no
83.0,technician,single,unknown,unknown,yes,no,telephone,apr,thu,212.0,11,999,0,nonexistent,1.4,93.681,-40.0,5.0,5176,no
69.0,admin.,married,high.school,no,yes,no,telephone,aug,thu,1250.0,14,999,0,nonexistent,-0.1,94.361,-33.1,5.0,5176,no
84.0,technician,married,high.school,no,yes,no,telephone,feb,tue,112.0,14,999,0,nonexistent,-1.7,93.349,-35.9,4.012,5228,no
,admin.,married,university.degree,no,unknown,no,telephone,feb,tue,41.0,4,999,0,nonexistent,-1.7,94.315,-31.5,4.517,5076,no
25.0,management,single,university.degree,no,no,no,cellular,may,thu,640.0,5,999,0,nonexistent,-0.1,92.852,-37.1,4.507,5228,no
67.0,technician,married,professional.course,no,yes,no,cellular,dec,fri,283.0,8,999,0,nonexistent,-0.1,94.655,-40.3,2.124,5228,no
57.0,technician,married,basic.4y,no,no,no,telephone,feb,wed,209.0,10,999,0,nonexistent,-0.1,93.803,-55.8,2.433,5076,no
28.0,unemployed,married,professional.course,unknown,yes,no,telephone,oct,fri,199.0,6,999,0,nonexistent,-0.1,93.448,-41.2,0.6,4963,no
81.0,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,fri,336.0,14,999,0,nonexistent,-0.1,93.155,-37.3,5.0,5099,yes
69.0,services,married,basic.4y,no,yes,no,cellular,may,tue,68.0,9,999,0,nonexistent,1.4,93.953,-44.9,4.314,4963,no
25.0,unemployed,married,basic.6y,no,unknown,yes,cellular,nov,thu,247.0,13,999,0,nonexistent,-0.1,95.315,-35.9,0.6,5191,no
75.0,student,married,professional.course,no,no,no,cellular,dec,mon,1182.0,12,999,0,nonexistent,-1.7,93.741,-35.9,3.597,5076,yes
37.0,blue-collar,divorced,high.school,no,yes,no,telephone,may,mon,112.0,13,999,0,nonexistent,-1.8,93.547,-43.9,4.654,5008,no
40.0,technician,married,high.school,unknown,yes,yes,cellular,nov,fri,265.0,6,999,0,nonexistent,-0.1,93.285,-35.9,2.853,5008,no
18.0,blue-collar,single,basic.9y,no,no,no,cellular,aug,thu,450.0,5,999,0,nonexistent,-0.1,93.717,-38.2,3.613,5176,yes
53.0,admin.,married,university.degree,no,yes,no,cellular,nov,wed,70.0,9,999,0,nonexistent,-1.7,94.067,-37.2,2.904,4963,no
80.0,services,single,unknown,no,no,no,telephone,aug,fri,190.0,10,999,0,nonexistent,1.4,94.828,-40.7,4.639,5191,no
78.0,technician,married,high.school,no,no,yes,cellular,oct,wed,73.0,3,999,0,nonexistent,-1.8,93.456,-36.3,2.547,5008,no
53.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,dec,wed,13.0,4,999,0,nonexistent,1.1,93.833,-41.4,3.267,5099,no
42.0,technician,married,professional.course,no,yes,no,cellular,nov,fri,459.0,3,999,0,nonexistent,-1.8,92.773,-38.1,5.0,5176,no
78.0,housemaid,married,university.degree,unknown,no,no,telephone,jun,thu,496.0,12,999,0,nonexistent,-1.8,94.17,-48.2,5.0,4963,no
58.0,retired,married,high.school,no,yes,unknown,cellular,dec,fri,64.0,13,999,0,nonexistent,-1.7,93.888,-43.0,2.228,4963,no
59.0,management,married,university.degree,no,no,no,cellular,dec,tue,706.0,9,999,0,nonexistent,-0.1,93.161,-35.6,0.897,5228,yes
86.0,unemployed,married,basic.4y,no,yes,no,telephone,aug,mon,285.0,9,999,0,nonexistent,-0.1,94.162,-41.6,2.948,5008,no
22.0,entrepreneur,married,university.degree,unknown,yes,no,telephone,jul,tue,136.0,14,999,0,nonexistent,-0.1,93.582,-39.3,5.0,4963,no
29.0,services,married,high.school,no,no,no,telephone,jan,wed,2.0,5,999,0,nonexistent,-0.1,92.948,-33.0,5.0,5008,no
57.0,management,married,university.degree,no,no,no,telephone,may,wed,69.0,12,999,0,nonexistent,1.4,93.472,-40.8,3.953,5017,no
41.0,retired,single,university.degree,unknown,yes,no,telephone,nov,fri,251.0,2,999,0,nonexistent,-1.8,93.674,-38.3,2.244,5228,no
39.0,management,single,high.school,no,yes,yes,cellular,aug,fri,261.0,6,999,0,nonexistent,-0.1,93.233,-42.7,3.678,5076,no
21.0,blue-collar,married,basic.6y,no,yes,yes,telephone,nov,mon,463.0,5,999,0,nonexistent,-0.1,94.131,-41.8,4.593,5099,no
40.0,services,married,unknown,no,no,no,cellular,nov,wed,49.0,11,999,0,nonexistent,-0.1,93.657,-31.6,4.439,5008,no
78.0,blue-collar,married,high.school,no,yes,no,telephone,oct,fri,87.0,6,999,0,nonexistent,1.4,92.781,-36.1,5.0,5076,no
38.0,blue-collar,married,university.degree,no,yes,no,cellular,aug,mon,13.0,13,999,0,nonexistent,-1.7,93.265,-39.1,2.433,5008,no
78.0,admin.,married,high.school,no,no,no,telephone,aug,wed,466.0,11,999,0,nonexistent,-0.1,93.515,-49.7,0.85,5176,no
44.0,management,single,basic.4y,no,yes,no,cellular,dec,tue,159.0,7,999,0,nonexistent,-0.1,93.303,-41.1,2.694,5191,no
77.0,management,single,professional.course,no,yes,no,cellular,jul,wed,326.0,2,999,0,nonexistent,1.1,92.209,-45.9,2.282,5008,no
21.0,entrepreneur,single,professional.course,no,yes,no,telephone,sep,mon,158.0,9,999,0,nonexistent,1.1,93.139,-34.7,3.684,5176,no
69.0,technician,single,university.degree,no,no,no,telephone,may,fri,427.0,4,999,0,nonexistent,1.1,95.944,-42.7,5.0,5008,no
62.0,entrepreneur,single,high.school,no,yes,yes,telephone,may,wed,837.0,1,999,0,nonexistent,-0.1,93.623,-45.6,3.987,5017,no
37.0,admin.,married,basic.9y,no,no,no,cellular,feb,fri,163.0,13,999,0,nonexistent,-1.7,93.882,-45.1,5.0,5191,no
71.0,services,married,basic.6y,no,no,no,cellular,dec,wed,50.0,4,999,0,nonexistent,1.1,93.446,-40.9,4.267,5176,no
31.0,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,116.0,5,999,0,nonexistent,-1.8,93.215,-41.2,2.7,5228,no
18.0,admin.,single,high.school,no,yes,no,telephone,may,tue,835.0,13,999,0,nonexistent,1.4,92.653,-37.4,4.13,5017,no
74.0,unemployed,single,basic.9y,no,no,no,telephone,may,wed,22.0,12,999,0,nonexistent,1.1,93.249,-36.7,4.29,5191,no
43.0,services,married,basic.9y,no,yes,no,telephone,oct,thu,101.0,13,999,0,nonexistent,-1.7,93.976,-36.4,1.469,5176,no
25.0,technician,single,basic.9y,no,yes,no,cellular,nov,fri,353.0,1,999,0,nonexistent,-0.1,92.907,-38.7,2.758,5099,yes
63.0,self-employed,single,high.school,no,yes,yes,telephone,sep,fri,165.0,13,999,0,nonexistent,-0.1,93.936,-31.7,1.412,5099,no
28.0,management,married,basic.6y,no,no,no,telephone,dec,thu,564.0,12,999,0,nonexistent,1.1,93.199,-40.6,2.687,5176,yes
43.0,retired,married,high.school,unknown,no,no,telephone,aug,thu,233.0,12,999,0,nonexistent,-0.1,93.417,-39.0,4.799,5076,no
40.0,management,married,high.school,no,no,no,cellular,may,wed,295.0,4,999,0,nonexistent,-0.1,92.795,-35.8,1.611,5017,no
82.0,retired,divorced,university.degree,no,no,no,cellular,jul,fri,13.0,8,999,0,nonexistent,-0.1,93.995,-32.4,2.662,5191,no
86.0,blue-collar,married,basic.4y,no,yes,no,telephone,oct,fri,255.0,2,999,0,nonexistent,1.1,93.952,-37.0,1.836,5008,no
63.0,blue-collar,single,university.degree,no,yes,no,cellular,may,tue,118.0,2,999,0,nonexistent,1.1,91.86,-44.9,3.279,5176,no
85.0,technician,married,basic.9y,no,no,no,telephone,sep,fri,41.0,5,999,0,nonexistent,1.4,94.45,-37.0,5.0,5017,no
55.0,blue-collar,single,university.degree,no,yes,no,cellular,may,thu,48.0,3,999,0,nonexistent,-0.1,93.662,-37.6,3.165,5008,no
28.0,technician,married,basic.6y,unknown,no,no,cellular,may,mon,35.0,12,999,0,nonexistent,1.4,93.373,-31.9,5.0,5176,no
18.0,admin.,married,university.degree,no,yes,no,cellular,may,wed,21.0,9,999,0,nonexistent,-0.1,93.078,-37.8,5.0,5017,no
27.0,services,married,high.school,no,yes,no,telephone,oct,mon,120.0,4,999,0,nonexistent,-1.7,94.083,-30.0,4.648,5176,no
30.0,admin.,married,university.degree,no,yes,no,cellular,jul,wed,50.0,12,999,0,nonexistent,-0.1,93.714,-44.7,3.717,4963,no
69.0,services,married,high.school,no,no,no,telephone,may,tue,45.0,4,999,0,nonexistent,1.4,93.643,-41.8,4.309,5076,no
84.0,management,married,university.degree,no,no,no,telephone,jun,wed,410.0,4,999,0,nonexistent,1.4,93.127,-41.1,3.614,5176,no
83.0,technician,married,high.school,no,no,yes,cellular,apr,fri,266.0,13,999,0,nonexistent,1.1,93.647,-39.1,2.581,5017,no
79.0,technician,married,high.school,no,yes,no,cellular,oct,thu,1327.0,1,999,0,nonexistent,1.1,93.748,-48.0,3.9,4963,yes
65.0,entrepreneur,married,basic.9y,unknown,no,no,telephone,feb,wed,591.0,13,999,0,nonexistent,-0.1,93.678,-40.9,4.513,5176,no
48.0,technician,married,basic.9y,no,yes,no,cellular,jul,fri,122.0,10,999,0,nonexistent,-1.8,93.801,-39.7,3.763,5017,no
53.0,technician,married,unknown,unknown,yes,yes,telephone,may,tue,259.0,4,999,0,nonexistent,-0.1,94.187,-38.3,2.481,5017,no
55.0,admin.,married,basic.9y,unknown,yes,no,cellular,may,thu,35.0,14,999,0,nonexistent,-0.1,93.626,-38.5,3.501,5191,no
49.0,retired,married,basic.4y,no,yes,no,cellular,may,mon,451.0,14,999,0,nonexistent,-0.1,93.968,-35.5,5.0,5099,no
18.0,blue-collar,single,university.degree,no,no,no,cellular,may,fri,198.0,5,999,0,nonexistent,-1.7,93.767,-34.4,5.0,5176,no
78.0,technician,married,high.school,unknown,yes,no,telephone,may,thu,218.0,4,999,0,nonexistent,-0.1,93.725,-39.9,3.926,5008,no
57.0,blue-collar,married,high.school,no,yes,no,telephone,dec,mon,736.0,9,999,0,nonexistent,1.4,95.104,-39.7,4.101,5099,yes
58.0,technician,married,basic.9y,no,yes,no,telephone,may,thu,273.0,9,999,0,nonexistent,-0.1,92.012,-40.2,2.601,5017,no
22.0,admin.,divorced,university.degree,unknown,no,yes,cellular,may,mon,159.0,1,999,0,nonexistent,1.1,93.588,-41.5,5.0,5176,no
50.0,retired,married,high.school,no,no,no,cellular,nov,wed,313.0,4,999,0,nonexistent,-1.8,94.327,-46.1,2.548,5176,yes
60.0,blue-collar,divorced,university.degree,unknown,no,no,telephone,apr,tue,73.0,5,999,0,nonexistent,1.1,93.482,-39.8,3.519,5008,no
44.0,blue-collar,divorced,university.degree,unknown,yes,no,cellular,sep,wed,151.0,12,999,0,nonexistent,-1.8,94.361,-39.9,2.771,5228,no
31.0,technician,married,university.degree,unknown,yes,no,telephone,may,wed,255.0,2,999,0,nonexistent,1.4,92.446,-36.3,1.139,5191,no
57.0,technician,married,university.degree,unknown,yes,no,telephone,aug,wed,208.0,6,999,0,nonexistent,-1.8,94.196,-31.5,5.0,5176,no
64.0,blue-collar,married,unknown,unknown,yes,yes,telephone,may,mon,14.0,8,999,0,nonexistent,1.1,93.159,-41.1,2.688,5008,no
71.0,admin.,married,high.school,no,no,no,cellular,aug,fri,107.0,10,999,0,nonexistent,-0.1,93.543,-45.2,4.786,5076,no
69.0,technician,single,professional.course,no,no,no,cellular,sep,fri,15.0,5,999,0,nonexistent,1.1,93.109,-39.3,3.759,5017,no
78.0,admin.,divorced,professional.course,no,no,no,telephone,may,thu,110.0,2,999,0,nonexistent,-0.1,94.992,-40.2,1.868,4963,no
57.0,housemaid,married,university.degree,no,no,no,telephone,dec,mon,57.0,8,999,0,nonexistent,-1.8,94.484,-51.2,3.308,5076,no
68.0,self-employed,married,university.degree,no,no,no,telephone,nov,fri,86.0,12,999,0,nonexistent,-1.7,93.653,-40.8,3.048,5176,no
74.0,admin.,divorced,unknown,no,no,no,telephone,dec,mon,243.0,7,999,0,nonexistent,1.4,93.986,-37.9,3.929,5008,no
48.0,admin.,married,high.school,unknown,no,no,cellular,jul,thu,223.0,1,999,0,nonexistent,1.1,93.656,-40.0,3.457,5191,no
70.0,technician,divorced,basic.4y,no,yes,yes,telephone,feb,fri,436.0,1,999,0,nonexistent,-1.8,92.758,-40.4,3.53,5228,no
71.0,retired,married,basic.9y,no,yes,no,telephone,may,fri,555.0,8,999,0,nonexistent,-0.1,93.4,-40.6,3.876,5017,no
32.0,technician,divorced,basic.9y,no,yes,no,cellular,may,tue,99.0,9,999,0,nonexistent,-0.1,92.843,-43.4,5.0,5191,no
52.0,admin.,single,university.degree,no,yes,no,telephone,jul,mon,482.0,4,999,0,nonexistent,-0.1,93.008,-39.4,5.0,5099,no
57.0,self-employed,married,professional.course,unknown,unknown,yes,cellular,aug,tue,261.0,9,999,0,nonexistent,1.4,93.432,-47.8,3.372,5176,no
57.0,blue-collar,divorced,university.degree,no,yes,no,cellular,jun,wed,36.0,7,999,0,nonexistent,-1.7,93.722,-49.6,1.78,5176,no
87.0,management,married,basic.9y,no,yes,no,telephone,may,tue,246.0,8,999,0,nonexistent,1.4,94.128,-37.8,3.868,5017,no
85.0,retired,single,university.degree,no,yes,no,telephone,may,fri,258.0,11,999,0,nonexistent,1.4,93.714,-33.4,2.609,5017,no
65.0,management,married,high.school,unknown,yes,no,telephone,aug,mon,295.0,2,999,0,nonexistent,-1.7,93.178,-45.9,3.716,5008,no
77.0,blue-collar,single,basic.9y,unknown,yes,no,cellular,nov,wed,1.0,13,999,0,nonexistent,-1.8,93.709,-37.7,1.018,5076,no
63.0,unemployed,single,basic.4y,no,no,no,telephone,dec,mon,619.0,10,999,0,nonexistent,-0.1,93.367,-41.4,4.98,5099,yes
29.0,admin.,married,high.school,no,yes,no,cellular,feb,wed,174.0,3,999,0,nonexistent,1.4,94.636,-40.1,2.989,4963,no
67.0,retired,married,university.degree,no,yes,no,telephone,dec,wed,105.0,13,999,0,nonexistent,-0.1,93.293,-37.7,5.0,5076,no
82.0,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,398.0,1,999,0,nonexistent,-0.1,93.609,-38.6,3.118,5008,no
45.0,blue-collar,married,university.degree,no,no,no,cellular,dec,wed,85.0,2,999,0,nonexistent,1.4,94.633,-38.7,2.978,5228,no
22.0,technician,married,professional.course,unknown,no,no,cellular,nov,wed,340.0,13,999,0,nonexistent,1.4,93.5,-40.8,5.0,4963,yes
43.0,technician,married,unknown,no,no,no,cellular,may,wed,430.0,5,999,0,nonexistent,-1.7,93.348,-40.3,5.0,5191,yes
55.0,unemployed,married,unknown,no,yes,no,cellular,may,thu,98.0,11,999,0,nonexistent,1.4,94.259,-50.3,3.435,5099,no
59.0,blue-collar,married,basic.9y,no,yes,unknown,cellular,sep,thu,232.0,8,999,0,nonexistent,-0.1,93.35,-35.7,5.0,5008,no
65.0,technician,married,high.school,no,yes,no,cellular,aug,tue,362.0,3,999,0,nonexistent,1.1,92.732,-34.0,0.6,5228,no
24.0,admin.,divorced,unknown,unknown,yes,no,telephone,dec,fri,345.0,11,999,0,nonexistent,-0.1,92.778,-36.3,5.0,4963,yes
39.0,admin.,married,basic.4y,no,no,no,cellular,jul,tue,60.0,4,999,0,nonexistent,1.4,94.325,-40.4,3.762,4963,no
51.0,admin.,single,high.school,no,no,yes,cellular,jul,tue,130.0,14,999,0,nonexistent,1.4,94.53,-43.2,1.054,5099,no
82.0,blue-collar,divorced,university.degree,no,no,no,cellular,jun,mon,287.0,5,999,0,nonexistent,1.1,93.624,-42.4,3.109,5191,no
55.0,self-employed,married,university.degree,no,no,yes,cellular,may,mon,7.0,3,999,0,nonexistent,1.1,94.048,-45.3,1.339,5099,no
60.0,blue-collar,married,basic.9y,no,yes,no,cellular,feb,wed,779.0,1,999,0,nonexistent,1.1,93.652,-47.7,4.129,5008,yes
87.0,admin.,divorced,university.degree,no,no,no,cellular,may,tue,357.0,5,999,0,nonexistent,1.1,93.879,-41.1,4.391,4963,yes
77.0,admin.,divorced,professional.course,no,no,yes,cellular,jul,mon,797.0,6,999,0,nonexistent,-0.1,93.642,-34.3,3.46,5191,yes
37.0,technician,married,basic.9y,no,yes,no,cellular,may,tue,298.0,13,18,4,failure,-0.1,92.927,-39.6,3.698,5099,no
81.0,student,married,university.degree,no,yes,no,cellular,oct,tue,348.0,13,999,0,nonexistent,1.4,93.268,-35.1,2.993,5076,yes
83.0,services,single,university.degree,unknown,yes,no,telephone,may,tue,75.0,4,999,0,nonexistent,1.1,94.161,-38.5,1.867,4963,no
43.0,services,single,high.school,no,no,yes,telephone,may,wed,178.0,11,999,0,nonexistent,-0.1,93.263,-30.1,3.276,5176,no
75.0,admin.,single,basic.9y,unknown,yes,no,telephone,oct,mon,182.0,14,999,0,nonexistent,-1.8,94.406,-42.5,3.596,5008,no
76.0,admin.,single,university.degree,no,no,no,cellular,jul,mon,2.0,7,999,0,nonexistent,-1.7,92.659,-42.7,2.94,5017,no
56.0,technician,married,unknown,no,yes,no,cellular,sep,thu,37.0,6,999,0,nonexistent,-0.1,93.157,-35.6,2.823,5191,no
83.0,admin.,married,professional.course,unknown,yes,no,cellular,aug,thu,6.0,3,999,0,nonexistent,-1.7,94.454,-38.8,5.0,5176,no
46.0,blue-collar,single,unknown,no,yes,no,cellular,may,thu,20.0,6,999,0,nonexistent,-0.1,93.373,-47.8,1.082,5017,no
66.0,blue-collar,married,university.degree,no,yes,yes,cellular,sep,wed,154.0,2,999,0,nonexistent,1.1,92.627,-46.6,2.828,4963,no
39.0,technician,married,professional.course,no,yes,no,telephone,dec,fri,357.0,9,999,0,nonexistent,-0.1,92.939,-43.5,5.0,5228,yes
85.0,technician,divorced,university.degree,no,yes,no,cellular,nov,wed,91.0,6,999,0,nonexistent,-0.1,94.586,-34.0,5.0,5191,no
24.0,services,married,university.degree,no,yes,no,cellular,dec,wed,248.0,6,999,0,nonexistent,-0.1,93.508,-35.2,5.0,5099,no
73.0,admin.,single,university.degree,no,yes,no,telephone,oct,mon,128.0,9,999,0,nonexistent,-0.1,94.225,-47.8,5.0,4963,no
59.0,technician,married,high.school,unknown,yes,yes,cellular,may,wed,171.0,5,999,0,nonexistent,1.1,93.933,-45.0,5.0,5017,no
41.0,blue-collar,married,professional.course,no,no,yes,cellular,aug,fri,101.0,14,999,0,nonexistent,-0.1,93.815,-34.8,1.42,5176,no
,services,married,university.degree,no,no,no,cellular,jul,fri,169.0,11,999,0,nonexistent,-0.1,94.504,-41.5,5.0,4963,no
25.0,admin.,married,university.degree,no,no,no,telephone,may,thu,33.0,9,999,0,nonexistent,-1.8,92.742,-43.3,3.375,5076,no
20.0,entrepreneur,married,basic.9y,no,yes,no,cellular,may,mon,748.0,7,999,0,nonexistent,-0.1,93.467,-37.9,4.989,5176,no
52.0,retired,married,basic.9y,unknown,no,yes,cellular,jul,thu,48.0,4,999,0,nonexistent,-1.8,92.623,-38.7,4.945,5099,no
73.0,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,593.0,11,999,0,nonexistent,1.4,92.31,-42.8,4.839,4963,no
38.0,entrepreneur,married,university.degree,no,no,no,telephone,apr,tue,446.0,11,999,0,nonexistent,-0.1,94.714,-33.7,0.886,5017,yes
28.0,admin.,married,high.school,no,no,no,telephone,aug,thu,631.0,13,999,0,nonexistent,-0.1,93.335,-48.7,0.6,5076,yes
80.0,technician,married,high.school,unknown,yes,no,cellular,aug,fri,1074.0,14,999,0,nonexistent,1.4,93.966,-36.6,2.746,5076,no
18.0,retired,married,high.school,no,no,no,cellular,may,thu,25.0,10,999,0,nonexistent,-0.1,93.317,-46.8,0.81,5191,no
55.0,management,single,university.degree,unknown,no,no,telephone,oct,fri,283.0,9,18,1,failure,-0.1,93.696,-41.5,3.004,5076,no
45.0,blue-collar,married,university.degree,no,yes,no,telephone,dec,fri,290.0,2,7,1,failure,1.1,93.9,-39.9,3.811,5191,no
74.0,admin.,divorced,basic.9y,no,yes,no,telephone,nov,tue,104.0,11,999,0,nonexistent,-0.1,94.304,-42.5,5.0,5176,no
26.0,admin.,single,basic.9y,no,no,yes,cellular,nov,tue,90.0,13,999,0,nonexistent,-1.8,94.066,-39.5,3.306,4963,no
